customer_id,recency,frequency,monetary,r_score,f_score,m_score,segment
C01161,450,5,18088.85,1,2,2,Regular
C01162,106,4,13095.45,2,2,1,Regular
C01163,31,5,26254.72,4,2,3,New / Promising
C01164,41,5,45212.149999999994,4,2,5,New / Promising
C01165,37,6,32813.66,4,3,4,Loyal
C01166,1,11,87503.34,5,5,5,Champions
C01167,143,5,18946.78,2,2,2,Regular
C01168,198,3,11207.73,1,1,1,Regular
C01169,98,5,9232.0,2,2,1,Regular
C01170,78,5,35509.46,3,2,4,Regular
C01171,136,6,37221.25,2,3,4,At Risk
C01172,166,9,44960.18,1,5,5,At Risk
C01173,6,6,22766.92,5,3,3,Loyal
C01174,150,5,49081.83,2,2,5,Regular
C01175,236,3,5887.9,1,1,1,Regular
C01176,13,6,32406.19,5,3,4,Loyal
C01177,176,4,5498.3,1,2,1,Regular
C01178,235,3,11510.95,1,1,1,Regular
C01179,16,9,48289.66,5,5,5,Champions
C01180,175,6,22721.29,1,3,2,At Risk
C01181,305,3,31265.800000000003,1,1,3,Regular
C01182,132,7,34099.200000000004,2,4,4,At Risk
C01183,185,3,7128.0,1,1,1,Regular
C01184,108,4,52618.9,2,2,5,Regular
C01185,119,7,16529.78,2,4,2,At Risk
C01186,120,6,26104.46,2,3,3,At Risk
C01187,1,9,59112.21,5,5,5,Champions
C01188,215,7,16271.25,1,4,2,At Risk
C01189,48,5,13336.95,4,2,1,New / Promising
C01190,37,3,28942.800000000003,4,1,3,New / Promising
C01191,145,6,11238.09,2,3,1,At Risk
C01192,49,10,34972.35,3,5,4,Loyal
C01193,42,4,13445.2,4,2,1,New / Promising
C01194,27,10,74402.39,4,5,5,Champions
C01195,44,4,20433.97,4,2,2,New / Promising
C01196,291,5,35748.47,1,2,4,Regular
C01197,112,4,21632.31,2,2,2,Regular
C01198,29,7,27225.07,4,4,3,Champions
C01199,60,6,67930.14,3,3,5,Loyal
C01200,107,7,22621.68,2,4,2,At Risk
C01201,12,3,9207.259999999998,5,1,1,New / Promising
C01202,58,6,41623.5,3,3,4,Loyal
C01203,79,3,10406.6,3,1,1,Regular
C01204,243,10,39940.08,1,5,4,At Risk
C01205,22,9,43555.1,4,5,4,Champions
C01206,82,7,27939.4,3,4,3,Loyal
C01207,52,7,9017.91,3,4,1,Loyal
C01208,8,7,41710.57,5,4,4,Champions
C01209,22,7,15835.29,4,4,2,Champions
C01210,29,5,22290.95,4,2,2,New / Promising
C01211,102,3,16771.67,2,1,2,Regular
C01212,290,3,8566.35,1,1,1,Regular
C01213,74,8,38216.53,3,4,4,Loyal
C01214,391,4,22305.789999999997,1,2,2,Regular
C01215,103,10,71200.44,2,5,5,At Risk
C01216,4,3,32698.440000000002,5,1,4,New / Promising
C01217,30,10,46723.05,4,5,5,Champions
C01218,88,4,11199.49,2,2,1,Regular
C01219,3,15,64265.61,5,5,5,Champions
C01220,177,3,51550.09,1,1,5,Regular
C01221,11,3,32206.08,5,1,4,New / Promising
C01222,40,10,53605.65,4,5,5,Champions
C01223,113,4,20950.510000000002,2,2,2,Regular
C01224,82,5,21992.7,3,2,2,Regular
C01225,98,4,5997.96,2,2,1,Regular
C01226,86,6,28017.78,3,3,3,Loyal
C01227,9,11,51162.75,5,5,5,Champions
C01228,365,4,26324.0,1,2,3,Regular
C01229,63,5,23016.77,3,2,3,Regular
C01230,38,4,21861.43,4,2,2,New / Promising
C01231,8,6,19992.559999999998,5,3,2,Loyal
C01232,163,6,51251.32,1,3,5,At Risk
C01233,55,13,52740.83,3,5,5,Loyal
C01234,58,6,27856.05,3,3,3,Loyal
C01235,332,4,27023.940000000002,1,2,3,Regular
C01236,71,7,31402.09,3,4,3,Loyal
C01237,13,3,9020.67,5,1,1,New / Promising
C01238,9,5,18191.14,5,2,2,New / Promising
C01239,13,7,24376.089999999997,5,4,3,Champions
C01240,74,3,5700.76,3,1,1,Regular
C01241,27,8,42195.66,4,4,4,Champions
C01242,38,5,31423.53,4,2,3,New / Promising
C01243,32,3,19950.68,4,1,2,New / Promising
C01244,51,8,50328.8,3,4,5,Loyal
C01245,49,5,27891.78,3,2,3,Regular
C01246,192,6,20903.77,1,3,2,At Risk
C01247,26,8,63414.560000000005,4,4,5,Champions
C01248,28,7,26077.01,4,4,3,Champions
C01249,31,7,20983.05,4,4,2,Champions
C01250,171,6,9984.68,1,3,1,At Risk
C01251,74,6,21593.8,3,3,2,Loyal
C01252,19,7,38860.649999999994,5,4,4,Champions
C01253,45,5,34119.65,4,2,4,New / Promising
C01254,48,9,45454.520000000004,4,5,5,Champions
C01255,70,2,7345.81,3,1,1,Regular
C01256,14,9,32285.07,5,5,4,Champions
C01257,43,5,16365.21,4,2,2,New / Promising
C01258,120,6,59411.67999999999,2,3,5,At Risk
C01259,9,9,44184.14,5,5,4,Champions
C01260,19,9,55391.98,5,5,5,Champions
C01261,32,4,28216.91,4,2,3,New / Promising
C01262,271,4,14434.29,1,2,1,Regular
C01263,284,3,12831.65,1,1,1,Regular
C01264,125,11,27325.489999999998,2,5,3,At Risk
C01265,122,7,49146.43,2,4,5,At Risk
C01266,105,9,49250.700000000004,2,5,5,At Risk
C01267,527,2,4915.42,1,1,1,Regular
C01268,168,3,14888.34,1,1,1,Regular
C01269,146,8,35313.55,2,4,4,At Risk
C01270,50,4,24993.29,3,2,3,Regular
C01271,309,2,5827.05,1,1,1,Regular
C01272,191,7,48416.45,1,4,5,At Risk
C01273,90,7,25134.97,2,4,3,At Risk
C01274,80,9,53844.990000000005,3,5,5,Loyal
C01275,79,8,14990.83,3,4,1,Loyal
C01276,213,6,16387.260000000002,1,3,2,At Risk
C01277,6,10,42841.97,5,5,4,Champions
C01278,64,4,8169.049999999999,3,2,1,Regular
C01279,47,6,33902.61,4,3,4,Loyal
C01280,96,6,12755.91,2,3,1,At Risk
C01281,172,8,25577.300000000003,1,4,3,At Risk
C01282,6,9,46311.95,5,5,5,Champions
C01283,141,1,13313.05,2,1,1,Regular
C01284,98,3,16450.1,2,1,2,Regular
C01285,15,9,16079.75,5,5,2,Champions
C01286,7,6,36766.8,5,3,4,Loyal
C01287,371,3,10468.48,1,1,1,Regular
C01288,32,13,62328.35,4,5,5,Champions
C01289,43,7,44298.56,4,4,4,Champions
C01290,183,5,29745.14,1,2,3,Regular
C01291,35,13,54097.04,4,5,5,Champions
C01292,216,6,10658.77,1,3,1,At Risk
C01293,22,6,37126.96,4,3,4,Loyal
C01294,74,6,52215.61,3,3,5,Loyal
C01295,35,9,32413.09,4,5,4,Champions
C01296,314,5,37404.72,1,2,4,Regular
C01297,267,5,24199.69,1,2,3,Regular
C01298,40,6,60987.78,4,3,5,Loyal
C01299,184,3,20613.57,1,1,2,Regular
C01300,14,9,52639.57,5,5,5,Champions
C01301,195,4,26393.739999999998,1,2,3,Regular
C01302,5,7,16892.98,5,4,2,Champions
C01303,81,5,17152.12,3,2,2,Regular
C01304,228,3,22932.010000000002,1,1,3,Regular
C01305,178,3,20665.53,1,1,2,Regular
C01306,59,6,18787.72,3,3,2,Loyal
C01307,83,9,66285.38,3,5,5,Loyal
C01308,40,6,29754.140000000003,4,3,3,Loyal
C01309,78,10,35711.64,3,5,4,Loyal
C01310,69,3,39258.35,3,1,4,Regular
C01311,67,9,64594.09,3,5,5,Loyal
C01312,107,6,51090.1,2,3,5,At Risk
C01313,7,4,9195.3,5,2,1,New / Promising
C01314,160,5,12636.77,1,2,1,Regular
C01315,23,6,30907.18,4,3,3,Loyal
C01316,40,8,61780.14,4,4,5,Champions
C01317,134,6,22300.65,2,3,2,At Risk
C01318,18,5,26907.86,5,2,3,New / Promising
C01319,81,6,17221.59,3,3,2,Loyal
C01320,39,6,26690.16,4,3,3,Loyal
C01321,83,6,13996.4,3,3,1,Loyal
C01322,100,3,11839.150000000001,2,1,1,Regular
C01323,6,5,20633.32,5,2,2,New / Promising
C01324,253,5,33806.66,1,2,4,Regular
C01325,48,4,36967.57,4,2,4,New / Promising
C01326,23,5,25708.52,4,2,3,New / Promising
C01327,66,5,32025.28,3,2,4,Regular
C01328,45,4,5129.34,4,2,1,New / Promising
C01329,59,4,18455.67,3,2,2,Regular
C01330,7,8,65088.44,5,4,5,Champions
C01331,296,5,54681.47,1,2,5,Regular
C01332,215,2,36927.4,1,1,4,Regular
C01333,30,14,77862.74,4,5,5,Champions
C01334,11,6,23605.4,5,3,3,Loyal
C01335,19,5,34897.81,5,2,4,New / Promising
C01336,38,5,31163.03,4,2,3,New / Promising
C01337,33,5,16641.239999999998,4,2,2,New / Promising
C01338,3,9,32267.66,5,5,4,Champions
C01339,96,10,29845.02,2,5,3,At Risk
C01340,89,6,18137.8,2,3,2,At Risk
C01341,327,3,1718.04,1,1,1,Regular
C01342,27,7,66247.98,4,4,5,Champions
C01343,265,1,3212.08,1,1,1,Regular
C01344,61,4,14905.1,3,2,1,Regular
C01345,16,8,26001.62,5,4,3,Champions
C01346,251,1,26997.0,1,1,3,Regular
C01347,86,4,15538.169999999998,3,2,2,Regular
C01348,68,6,41897.28,3,3,4,Loyal
C01349,73,10,49674.8,3,5,5,Loyal
C01350,5,8,28432.54,5,4,3,Champions
C01351,290,3,19981.93,1,1,2,Regular
C01352,27,11,72129.05,4,5,5,Champions
C01353,78,2,10347.01,3,1,1,Regular
C01354,138,6,41319.1,2,3,4,At Risk
C01355,30,5,27983.49,4,2,3,New / Promising
C01356,36,8,34490.58,4,4,4,Champions
C01357,26,9,21425.19,4,5,2,Champions
C01358,166,5,10099.4,1,2,1,Regular
C01359,10,6,32961.11,5,3,4,Loyal
C01360,12,7,17634.15,5,4,2,Champions
C01361,89,8,30567.989999999998,2,5,3,At Risk
C01362,96,4,55585.96,2,2,5,Regular
C01363,147,6,37467.880000000005,2,3,4,At Risk
C01364,270,6,56198.35,1,3,5,At Risk
C01365,36,8,27131.309999999998,4,5,3,Champions
C01366,48,5,29001.260000000002,4,2,3,New / Promising
C01367,18,8,25555.14,5,5,3,Champions
C01368,402,5,49409.79,1,2,5,Regular
C01369,111,7,17253.39,2,4,2,At Risk
C01370,255,3,17068.42,1,1,2,Regular
C01371,50,9,44414.520000000004,3,5,4,Loyal
C01372,40,10,64969.06,4,5,5,Champions
C01373,30,9,44836.14,4,5,5,Champions
C01374,5,8,71261.8,5,5,5,Champions
C01375,21,6,38442.01,5,3,4,Loyal
C01376,204,4,14245.64,1,2,1,Regular
C01377,180,7,22801.34,1,4,3,At Risk
C01378,16,8,57719.91,5,5,5,Champions
C01379,106,4,30936.260000000002,2,2,3,Regular
C01380,4,9,23707.97,5,5,3,Champions
C01381,22,11,44409.340000000004,4,5,4,Champions
C01382,366,1,3058.13,1,1,1,Regular
C01383,112,7,26373.4,2,4,3,At Risk
C01384,255,5,9257.18,1,2,1,Regular
C01385,30,6,15960.89,4,3,2,Loyal
C01386,20,9,44116.64,5,5,4,Champions
C01387,91,5,16673.76,2,2,2,Regular
C01388,10,11,36783.79,5,5,4,Champions
C01389,48,5,6973.57,4,2,1,New / Promising
C01390,120,4,15909.310000000001,2,2,2,Regular
C01391,86,5,25715.52,3,2,3,Regular
C01392,26,7,67822.01,4,4,5,Champions
C01393,70,7,33696.18,3,4,4,Loyal
C01394,49,9,61463.42,3,5,5,Loyal
C01395,3,3,29223.370000000003,5,1,3,New / Promising
C01396,218,7,43717.119999999995,1,4,4,At Risk
C01397,97,6,51331.479999999996,2,3,5,At Risk
C01398,140,5,15725.09,2,2,2,Regular
C01399,162,5,29060.65,1,2,3,Regular
C01400,61,7,33809.4,3,4,4,Loyal
C01401,121,7,42292.2,2,4,4,At Risk
C01402,84,8,25179.42,3,5,3,Loyal
C01403,36,8,52617.270000000004,4,5,5,Champions
C01404,28,6,39460.1,4,3,4,Loyal
C01405,13,8,30700.18,5,5,3,Champions
C01406,73,3,61445.57,3,1,5,Regular
C01407,167,4,39786.759999999995,1,2,4,Regular
C01408,55,5,13177.54,3,2,1,Regular
C01409,189,5,26762.23,1,2,3,Regular
C01410,345,2,6511.09,1,1,1,Regular
C01411,13,9,48960.84,5,5,5,Champions
C01412,44,4,29192.61,4,2,3,New / Promising
C01413,101,1,3048.28,2,1,1,Regular
C01414,42,4,40316.21000000001,4,2,4,New / Promising
C01415,25,8,28158.56,4,5,3,Champions
C01416,86,5,53858.44,3,2,5,Regular
C01417,36,9,60030.27,4,5,5,Champions
C01418,5,8,44536.350000000006,5,5,4,Champions
C01419,28,7,37820.25,4,4,4,Champions
C01420,49,6,73857.67,3,3,5,Loyal
C01421,47,5,16812.739999999998,4,2,2,New / Promising
C01422,40,9,70427.5,4,5,5,Champions
C01423,19,6,25104.010000000002,5,3,3,Loyal
C01424,155,5,64309.229999999996,2,2,5,Regular
C01425,21,5,7221.900000000001,5,2,1,New / Promising
C01426,224,4,53780.6,1,2,5,Regular
C01427,85,3,39337.19,3,1,4,Regular
C01428,49,11,33433.02,3,5,4,Loyal
C01429,46,6,25439.39,4,3,3,Loyal
C01430,58,4,58528.53999999999,3,2,5,Regular
C01431,38,8,60457.450000000004,4,5,5,Champions
C01432,124,4,14105.64,2,2,1,Regular
C01433,42,7,15137.54,4,4,2,Champions
C01434,58,5,39033.06,3,2,4,Regular
C01435,43,7,26098.98,4,4,3,Champions
C01436,60,5,18767.22,3,2,2,Regular
C01437,38,9,84485.18,4,5,5,Champions
C01438,127,3,9557.51,2,1,1,Regular
C01439,34,7,41993.27,4,4,4,Champions
C01440,70,5,14100.92,3,2,1,Regular
C01441,43,8,26799.17,4,5,3,Champions
C01442,71,2,1299.0,3,1,1,Regular
C01443,72,6,34483.73,3,3,4,Loyal
C01444,162,5,19135.329999999998,1,2,2,Regular
C01445,75,7,25746.92,3,4,3,Loyal
C01446,41,10,44079.909999999996,4,5,4,Champions
C01447,191,4,10261.38,1,2,1,Regular
C01448,51,7,31292.1,3,4,3,Loyal
C01449,123,3,10635.68,2,1,1,Regular
C01450,40,9,52397.08,4,5,5,Champions
C01451,41,11,82332.61,4,5,5,Champions
C01452,4,8,29867.66,5,5,3,Champions
C01453,162,12,60476.42,1,5,5,At Risk
C01454,57,11,43999.42,3,5,4,Loyal
C01455,173,3,6409.5,1,1,1,Regular
C01456,14,12,48509.62,5,5,5,Champions
C01457,21,2,3159.6,5,1,1,New / Promising
C01458,195,5,25025.71,1,2,3,Regular
C01459,5,3,6231.719999999999,5,1,1,New / Promising
C01460,12,11,60469.11,5,5,5,Champions
C01461,1,7,21110.86,5,4,2,Champions
C01462,139,7,28781.34,2,4,3,At Risk
C01463,88,10,87699.99,2,5,5,At Risk
C01464,11,3,10325.25,5,1,1,New / Promising
C01465,16,10,31767.81,5,5,4,Champions
C01466,92,7,19527.82,2,4,2,At Risk
C01467,24,11,51704.69,4,5,5,Champions
C01468,156,3,20869.84,1,1,2,Regular
C01469,13,9,59089.5,5,5,5,Champions
C01470,98,10,44824.47,2,5,5,At Risk
C01471,103,9,32028.84,2,5,4,At Risk
C01472,79,4,35819.72,3,2,4,Regular
C01473,276,3,43914.05,1,1,4,Regular
C01474,15,5,21874.56,5,2,2,New / Promising
C01475,5,6,20946.989999999998,5,3,2,Loyal
C01476,169,6,29677.21,1,3,3,At Risk
C01477,53,10,34655.24,3,5,4,Loyal
C01478,40,6,19737.89,4,3,2,Loyal
C01479,530,2,18628.0,1,1,2,Regular
C01480,49,9,39133.38,3,5,4,Loyal
C01481,23,11,30874.35,4,5,3,Champions
C01482,11,11,45350.4,5,5,5,Champions
C01483,51,8,41764.329999999994,3,5,4,Loyal
C01484,11,10,20772.91,5,5,2,Champions
C01485,12,9,39878.34,5,5,4,Champions
C01486,17,3,14473.74,5,1,1,New / Promising
C01487,101,3,16293.54,2,1,2,Regular
C01488,16,5,14322.49,5,2,1,New / Promising
C01489,72,10,93137.53,3,5,5,Loyal
C01490,218,4,25634.46,1,2,3,Regular
C01491,41,10,63710.05,4,5,5,Champions
C01492,86,4,22330.36,3,2,2,Regular
C01493,181,7,33934.28,1,4,4,At Risk
C01494,28,4,27244.11,4,2,3,New / Promising
C01495,55,14,84199.9,3,5,5,Loyal
C01496,140,7,31474.14,2,4,3,At Risk
C01497,191,4,42457.72,1,2,4,Regular
C01498,29,3,6201.76,4,1,1,New / Promising
C01499,32,8,26791.97,4,5,3,Champions
C01500,108,5,31623.63,2,2,4,Regular
C01501,170,8,16536.46,1,5,2,At Risk
C01502,145,7,43668.869999999995,2,4,4,At Risk
C01503,208,11,59955.1,1,5,5,At Risk
C01504,241,6,9279.94,1,3,1,At Risk
C01505,6,6,36077.36,5,3,4,Loyal
C01506,162,3,21481.46,1,1,2,Regular
C01507,58,5,10439.380000000001,3,2,1,Regular
C01508,79,8,69790.5,3,5,5,Loyal
C01509,71,7,15659.79,3,4,2,Loyal
C01510,180,3,29062.86,1,1,3,Regular
C01511,22,6,38691.28,4,3,4,Loyal
C01512,67,7,46418.64,3,4,5,Loyal
C01513,28,7,38766.119999999995,4,4,4,Champions
C01514,56,3,24251.03,3,1,3,Regular
C01515,92,7,21040.84,2,4,2,At Risk
C01516,83,8,33395.1,3,5,4,Loyal
C01517,137,6,30876.17,2,3,3,At Risk
C01518,221,10,62729.649999999994,1,5,5,At Risk
C01519,8,7,39908.03,5,4,4,Champions
C01520,161,6,64465.02,1,3,5,At Risk
C01521,128,8,29152.1,2,5,3,At Risk
C01522,145,3,15921.69,2,1,2,Regular
C01523,453,5,20459.79,1,2,2,Regular
C01524,359,4,34334.25,1,2,4,Regular
C01525,23,10,66684.95,4,5,5,Champions
C01526,133,8,39298.92,2,5,4,At Risk
C01527,9,5,25274.16,5,2,3,New / Promising
C01528,10,5,22419.730000000003,5,2,2,New / Promising
C01529,115,8,56658.05,2,5,5,At Risk
C01530,4,8,49452.83,5,5,5,Champions
C01531,58,4,9345.34,3,2,1,Regular
C01532,30,9,60450.810000000005,4,5,5,Champions
C01533,125,7,27985.59,2,4,3,At Risk
C01534,1,6,30339.53,5,3,3,Loyal
C01535,87,7,31642.22,3,4,4,Loyal
C01536,51,4,22399.12,3,2,2,Regular
C01537,29,6,47383.89,4,3,5,Loyal
C01538,145,7,51468.43,2,4,5,At Risk
C01539,248,3,22690.370000000003,1,1,2,Regular
C01540,34,9,33544.380000000005,4,5,4,Champions
C01541,253,5,37316.36,1,2,4,Regular
C01542,426,5,9603.71,1,2,1,Regular
C01543,208,2,9509.41,1,1,1,Regular
C01544,63,5,20441.81,3,2,2,Regular
C01545,124,4,49084.350000000006,2,2,5,Regular
C01546,135,4,5454.51,2,2,1,Regular
C01547,12,4,6424.99,5,2,1,New / Promising
C01548,389,3,7474.46,1,1,1,Regular
C01549,138,5,23692.9,2,2,3,Regular
C01550,380,5,11952.86,1,2,1,Regular
C01551,124,6,30301.47,2,3,3,At Risk
C01552,68,6,51672.02,3,3,5,Loyal
C01553,54,4,15100.04,3,2,2,Regular
C01554,5,7,26693.75,5,4,3,Champions
C01555,21,4,23370.55,5,2,3,New / Promising
C01556,322,2,9098.18,1,1,1,Regular
C01557,37,6,12114.289999999999,4,3,1,Loyal
C01558,192,4,9633.1,1,2,1,Regular
C01559,49,7,27085.63,3,4,3,Loyal
C01560,12,8,24162.29,5,5,3,Champions
C01561,105,3,8567.17,2,1,1,Regular
C01562,29,9,42479.58,4,5,4,Champions
C01563,167,4,20403.23,1,2,2,Regular
C01564,12,12,53568.43,5,5,5,Champions
C01565,255,3,14991.130000000001,1,1,2,Regular
C01566,243,4,87228.13,1,2,5,Regular
C01567,85,5,17114.45,3,2,2,Regular
C01568,110,6,46670.61,2,3,5,At Risk
C01569,23,10,25604.24,4,5,3,Champions
C01570,15,7,45197.24,5,4,5,Champions
C01571,357,3,10170.7,1,1,1,Regular
C01572,56,6,50948.450000000004,3,3,5,Loyal
C01573,240,6,26586.07,1,3,3,At Risk
C01574,27,5,18333.18,4,2,2,New / Promising
C01575,138,8,56137.85,2,5,5,At Risk
C01576,284,5,13151.14,1,2,1,Regular
C01577,261,6,24611.98,1,3,3,At Risk
C01578,229,7,22838.62,1,4,3,At Risk
C01579,48,6,26187.9,4,3,3,Loyal
C01580,140,3,5470.28,2,1,1,Regular
C01581,3,6,43413.189999999995,5,3,4,Loyal
C01582,18,7,33970.11,5,4,4,Champions
C01583,26,5,18797.1,4,2,2,New / Promising
C01584,2,6,11084.85,5,3,1,Loyal
C01585,3,8,31226.96,5,5,3,Champions
C01586,211,4,17387.09,1,2,2,Regular
C01587,161,6,26147.18,1,3,3,At Risk
C01588,186,4,13518.630000000001,1,2,1,Regular
C01589,22,7,17503.309999999998,4,4,2,Champions
C01590,134,3,21852.1,2,1,2,Regular
C01591,112,4,12689.46,2,2,1,Regular
C01592,44,4,9606.65,4,2,1,New / Promising
C01593,26,7,55686.009999999995,4,4,5,Champions
C01594,11,8,24009.17,5,5,3,Champions
C01595,2,9,57722.75,5,5,5,Champions
C01596,13,6,53420.68,5,3,5,Loyal
C01597,41,8,45199.21,4,5,5,Champions
C01598,17,7,12497.269999999999,5,4,1,Champions
C01599,24,5,15891.64,4,2,2,New / Promising
C01600,252,5,27293.46,1,2,3,Regular
C01601,153,6,48979.920000000006,2,3,5,At Risk
C01602,91,7,33606.16,2,4,4,At Risk
C01603,142,8,44481.700000000004,2,5,4,At Risk
C01604,319,5,57944.729999999996,1,2,5,Regular
C01605,51,7,50368.72,3,4,5,Loyal
C01606,170,5,27374.77,1,2,3,Regular
C01607,23,4,10070.5,4,2,1,New / Promising
C01608,45,9,65622.42,4,5,5,Champions
C01609,20,6,38163.009999999995,5,3,4,Loyal
C01610,51,5,44766.14,3,2,5,Regular
C01611,258,4,9255.89,1,2,1,Regular
C01612,45,5,18298.83,4,2,2,New / Promising
C01613,29,7,55540.799999999996,4,4,5,Champions
C01614,51,7,39978.9,3,4,4,Loyal
C01615,12,5,16572.85,5,2,2,New / Promising
C01616,57,6,18655.14,3,3,2,Loyal
C01617,76,6,36655.28,3,3,4,Loyal
C01618,397,6,17453.38,1,3,2,At Risk
C01619,236,5,47112.630000000005,1,2,5,Regular
C01620,71,7,38184.04,3,4,4,Loyal
C01621,58,5,18636.9,3,2,2,Regular
C01622,24,4,17489.31,4,2,2,New / Promising
C01623,315,6,21513.660000000003,1,3,2,At Risk
C01624,13,4,26224.54,5,2,3,New / Promising
C01625,9,4,16873.14,5,2,2,New / Promising
C01626,27,5,13835.15,4,2,1,New / Promising
C01628,293,4,12644.84,1,2,1,Regular
C01629,22,6,15626.94,4,3,2,Loyal
C01630,19,8,27094.269999999997,5,5,3,Champions
C01631,16,6,15101.06,5,3,2,Loyal
C01632,40,6,32677.010000000002,4,3,4,Loyal
C01633,242,3,17951.91,1,1,2,Regular
C01634,43,8,32265.94,4,5,4,Champions
C01635,26,8,58827.11,4,5,5,Champions
C01636,8,6,18935.54,5,3,2,Loyal
C01637,51,9,33687.67,3,5,4,Loyal
C01638,46,8,68309.09,4,5,5,Champions
C01639,1,5,26265.1,5,2,3,New / Promising
C01640,277,5,26459.88,1,2,3,Regular
C01641,153,6,52011.03,2,3,5,At Risk
C01642,2,8,27213.56,5,5,3,Champions
C01643,24,11,27092.01,4,5,3,Champions
C01644,113,7,44290.99,2,4,4,At Risk
C01645,291,2,6155.81,1,1,1,Regular
C01646,23,5,22440.78,4,2,2,New / Promising
C01647,6,10,61775.06,5,5,5,Champions
C01648,88,5,33211.32,2,2,4,Regular
C01649,40,7,44806.33,4,4,5,Champions
C01650,339,4,4509.19,1,2,1,Regular
C01651,281,4,47468.31,1,2,5,Regular
C01652,61,2,2707.94,3,1,1,Regular
C01653,179,6,36221.18,1,3,4,At Risk
C01654,76,4,15451.9,3,2,2,Regular
C01655,12,7,37723.53,5,4,4,Champions
C01656,32,8,50040.34,4,5,5,Champions
C01657,28,3,23961.8,4,1,3,New / Promising
C01658,226,4,10399.23,1,2,1,Regular
C01659,254,5,28823.55,1,2,3,Regular
C01660,29,6,25837.6,4,3,3,Loyal
C01661,65,7,24758.219999999998,3,4,3,Loyal
C01662,30,10,63858.25,4,5,5,Champions
C01663,146,8,35406.14,2,5,4,At Risk
C01664,26,9,85953.64,4,5,5,Champions
C01665,336,3,20050.83,1,1,2,Regular
C01666,23,7,29599.82,4,4,3,Champions
C01667,109,11,75223.22,2,5,5,At Risk
C01668,230,6,34814.840000000004,1,3,4,At Risk
C01669,77,7,74570.31000000001,3,4,5,Loyal
C01670,57,10,50230.56,3,5,5,Loyal
C01671,100,9,29519.81,2,5,3,At Risk
C01672,6,10,31730.13,5,5,4,Champions
C01673,145,5,23937.98,2,2,3,Regular
C01674,66,7,14013.75,3,4,1,Loyal
C01675,66,7,36301.73,3,4,4,Loyal
C01676,26,7,21631.88,4,4,2,Champions
C01677,87,3,38457.17,3,1,4,Regular
C01678,63,6,31388.14,3,3,3,Loyal
C01679,32,12,60084.32,4,5,5,Champions
C01680,82,8,48587.02,3,5,5,Loyal
C01681,179,4,20203.11,1,2,2,Regular
C01682,18,6,16768.77,5,3,2,Loyal
C01683,187,5,18037.699999999997,1,2,2,Regular
C01684,238,6,17431.15,1,3,2,At Risk
C01685,191,3,28584.16,1,1,3,Regular
C01686,27,7,39792.97,4,4,4,Champions
C01687,75,8,36480.39,3,5,4,Loyal
C01688,32,4,21365.77,4,2,2,New / Promising
C01689,136,2,10356.74,2,1,1,Regular
C01690,53,5,30489.68,3,2,3,Regular
C01691,109,5,35983.0,2,2,4,Regular
C01692,21,5,19426.56,5,2,2,New / Promising
C01693,13,4,22131.809999999998,5,2,2,New / Promising
C01694,173,5,20467.45,1,2,2,Regular
C01695,98,6,11048.46,2,3,1,At Risk
C01696,93,4,16718.04,2,2,2,Regular
C01697,111,7,39953.54,2,4,4,At Risk
C01698,451,3,3383.91,1,1,1,Regular
C01699,159,7,60214.21,1,4,5,At Risk
C01700,65,3,45330.78,3,1,5,Regular
C01701,131,2,6157.69,2,1,1,Regular
C01702,137,5,46883.72,2,2,5,Regular
C01703,142,3,24899.4,2,1,3,Regular
C01704,32,7,23613.64,4,4,3,Champions
C01705,29,12,61394.63,4,5,5,Champions
C01706,25,8,42852.86,4,5,4,Champions
C01707,99,8,36638.58,2,5,4,At Risk
C01708,3,4,15749.09,5,2,2,New / Promising
C01709,161,9,117075.41,1,5,5,At Risk
C01710,37,10,71429.31,4,5,5,Champions
C01711,44,4,7713.55,4,2,1,New / Promising
C01712,164,2,0.0,1,1,1,Regular
C01713,43,9,44577.54,4,5,4,Champions
C01714,19,8,43775.31,5,5,4,Champions
C01715,406,6,26468.21,1,3,3,At Risk
C01716,63,7,33332.96,3,4,4,Loyal
C01717,4,7,33917.93,5,4,4,Champions
C01718,52,3,43100.259999999995,3,1,4,Regular
C01719,175,7,48819.3,1,4,5,At Risk
C01720,24,7,35768.1,4,4,4,Champions
C01721,19,11,46514.01,5,5,5,Champions
C01722,45,7,11007.83,4,4,1,Champions
C01723,27,10,41256.02,4,5,4,Champions
C01724,137,9,45983.25,2,5,5,At Risk
C01725,30,12,66317.78,4,5,5,Champions
C01726,71,3,7387.660000000001,3,1,1,Regular
C01727,171,5,25507.09,1,2,3,Regular
C01728,41,9,55384.67,4,5,5,Champions
C01729,304,4,28805.77,1,2,3,Regular
C01730,29,7,62727.28,4,4,5,Champions
C01731,138,5,11458.23,2,2,1,Regular
C01732,209,5,29348.58,1,3,3,At Risk
C01733,51,8,33731.69,3,5,4,Loyal
C01734,102,7,27467.68,2,4,3,At Risk
C01735,150,6,31417.96,2,3,3,At Risk
C01736,278,5,21889.3,1,3,2,At Risk
C01737,63,6,21086.89,3,3,2,Loyal
C01738,73,9,37781.2,3,5,4,Loyal
C01739,100,9,21868.33,2,5,2,At Risk
C01740,35,7,22594.82,4,4,2,Champions
C01741,12,6,25970.0,5,3,3,Loyal
C01742,89,3,38156.67,2,1,4,Regular
