order_date,orders,customers,revenue,units,returns,aov,return_rate,rolling_7d_revenue,rolling_30d_revenue,anomaly_flag,is_anomaly
2026-05-28,21,21,58515.509999999995,28,5,2786.452857142857,0.238095238095238,105031.44857142855,121788.23933333332,1,0
2026-05-29,19,19,145617.65,30,1,7664.086842105263,0.0526315789473684,115123.62999999999,123348.97766666667,1,0
2026-05-30,22,22,66836.09,28,2,3038.004090909091,0.0909090909090909,113924.52285714285,121567.63266666667,1,0
2026-05-31,31,29,127862.59,45,3,4124.5996774193545,0.0967741935483871,105536.26857142856,122739.69933333334,1,0
2026-06-01,15,14,75039.47,18,2,5002.631333333334,0.1333333333333333,99192.52142857143,118834.93100000001,1,0
2026-06-02,24,24,99871.08,35,4,4161.295,0.1666666666666666,92517.95857142856,119801.43866666667,1,0
2026-06-03,27,27,191527.82,44,3,7093.622962962963,0.1111111111111111,109324.31571428571,122624.48433333333,1,0
2026-06-04,29,29,154335.11,40,2,5321.900344827585,0.0689655172413793,123012.83,123775.34266666666,1,0
2026-06-05,20,20,165829.43,35,1,8291.4715,0.05,125900.22714285714,125856.44399999999,1,0
2026-06-06,31,31,172461.78,49,2,5563.283225806452,0.064516129032258,140989.61142857143,127963.51733333332,1,0
2026-06-07,18,18,112606.34,28,0,6255.9077777777775,0.0,138810.14714285714,125151.64700000001,1,0
2026-06-08,20,20,77072.12,25,1,3853.606,0.05,139100.5257142857,123536.105,1,0
2026-06-09,34,33,133260.12,47,2,3919.415294117647,0.0588235294117647,143870.38857142857,124436.87533333333,1,0
2026-06-10,26,26,85953.63,35,5,3305.9088461538463,0.1923076923076923,128788.36142857141,122685.69366666666,1,0
2026-06-11,35,35,139190.68,44,3,3976.8765714285714,0.0857142857142857,126624.87142857141,123973.38999999998,1,0
2026-06-12,25,25,77648.52,31,3,3105.9408000000003,0.12,114027.59857142856,122312.83833333333,1,0
2026-06-13,25,25,190475.46,41,3,7619.0184,0.12,116600.98142857141,123100.90699999999,1,0
2026-06-14,26,26,108352.59,31,1,4167.407307692308,0.0384615384615384,115993.30285714286,122394.84533333333,1,0
2026-06-15,29,28,214239.32,43,1,7387.56275862069,0.0344827586206896,135588.61714285714,125627.11700000001,1,0
2026-06-16,23,23,69827.15,31,5,3035.9630434782607,0.217391304347826,126526.76428571428,123007.513,1,0
2026-06-17,32,32,105482.2,43,3,3296.31875,0.09375,129316.55999999998,119568.27133333332,1,0
2026-06-18,17,17,78364.41,24,3,4609.671176470589,0.1764705882352941,120627.09285714287,119309.32366666666,1,0
2026-06-19,28,28,183600.12,47,2,6557.147142857143,0.0714285714285714,135763.0357142857,120711.59899999999,1,0
2026-06-20,18,18,109990.44,31,0,6110.58,0.0,124265.17571428571,120688.80866666666,1,0
2026-06-21,23,23,108517.07,31,2,4718.13347826087,0.0869565217391304,124288.67285714285,121806.965,1,0
2026-06-22,19,19,154675.52,34,2,8140.816842105262,0.1052631578947368,115779.55857142857,124455.15433333332,1,0
2026-06-23,21,21,108813.29,37,0,5181.585238095238,0.0,121349.00714285714,121862.91833333332,1,0
2026-06-24,28,28,108824.06,33,3,3886.573571428571,0.1071428571428571,121826.41571428571,121508.86366666666,1,0
2026-06-25,22,22,75454.95,29,2,3429.7704545454544,0.0909090909090909,121410.77857142857,119137.59466666666,1,0
2026-06-26,30,28,184158.43,42,2,6138.614333333333,0.0666666666666666,121490.53714285714,122813.43166666666,1,0
2026-06-27,25,24,118574.02,30,1,4742.9608,0.04,122716.76285714286,124815.382,1,0
2026-06-28,19,19,100641.58,29,1,5296.925263157895,0.0526315789473684,121591.69285714286,123316.17966666665,1,0
2026-06-29,25,25,130802.38,36,2,5232.0952,0.08,118181.24428571427,125448.38933333333,1,0
2026-06-30,17,17,71482.3,21,0,4204.841176470589,0.0,112848.24571428573,123569.04633333333,1,0
2026-07-01,26,25,129922.17,38,1,4997.006538461538,0.0384615384615384,115862.26142857142,125398.46966666666,1,0
2026-07-02,24,24,124202.45,36,1,5175.102083333333,0.0416666666666666,122826.19000000002,126209.51533333333,1,0
2026-07-03,25,25,114997.61,36,2,4599.9044,0.08,112946.07285714286,123658.50833333333,1,0
2026-07-04,32,30,253006.9,47,3,7906.465625,0.09375,132150.77,126947.568,-1,1
2026-07-05,16,16,93396.36,23,1,5837.2725,0.0625,131115.73857142858,124533.13233333333,1,0
2026-07-06,20,20,100781.86,26,0,5039.093,0.0,126827.09285714287,122143.80166666668,1,0
2026-07-07,30,30,137854.42,44,4,4595.147333333333,0.1333333333333333,136308.82428571428,122985.40433333332,1,0
2026-07-08,25,25,122864.25,37,4,4914.57,0.16,135300.55000000002,124511.80866666668,1,0
2026-07-09,25,25,119338.0,31,4,4773.52,0.16,134605.62857142856,124047.738,1,0
2026-07-10,19,19,116862.81,26,1,6150.674210526316,0.0526315789473684,134872.0857142857,125078.04400000001,1,0
2026-07-11,25,25,132152.68,38,1,5286.1071999999995,0.04,117607.19714285713,124843.44399999999,1,0
2026-07-12,28,28,133172.52000000002,35,5,4756.1614285714295,0.1785714285714285,123289.50571428573,126694.24399999999,1,0
2026-07-13,23,23,90845.43,31,4,3949.801304347826,0.1739130434782608,121870.0157142857,123373.243,1,0
2026-07-14,33,33,200805.37,52,3,6085.011212121212,0.0909090909090909,130863.00857142857,126455.00233333334,1,0
2026-07-15,34,34,147499.18,48,3,4338.211176470588,0.088235294117647,134382.2842857143,124230.33099999999,1,0
2026-07-16,34,34,288994.23,61,1,8499.830294117646,0.0294117647058823,158618.88857142857,131535.90033333332,-1,1
2026-07-17,24,24,131576.0,34,1,5482.333333333333,0.0416666666666666,160720.77285714285,132405.69366666666,1,0
2026-07-18,17,17,79219.22,27,2,4659.954117647059,0.1176470588235294,153158.85,132434.18733333334,1,0
2026-07-19,26,26,111562.35,36,3,4290.859615384616,0.1153846153846153,150071.68285714285,130032.92833333333,1,0
2026-07-20,31,31,124920.06,35,1,4029.6793548387095,0.032258064516129,154939.48714285714,130530.58233333332,1,0
2026-07-21,23,23,114541.05,40,4,4980.045652173913,0.1739130434782608,142616.01285714286,130731.38166666667,1,0
2026-07-22,29,29,101642.73,40,3,3504.921724137931,0.1034482758620689,136065.0914285714,128963.622,1,0
2026-07-23,26,26,107009.07,36,3,4115.733461538462,0.1153846153846153,110067.21142857142,128903.48133333333,1,0
2026-07-24,29,29,127532.18,45,3,4397.661379310344,0.1034482758620689,109489.52285714285,129527.08533333334,1,0
2026-07-25,27,27,192417.77,39,3,7126.584074074074,0.1111111111111111,125660.74428571427,133425.846,1,0
2026-07-26,19,19,66127.45999999999,25,2,3480.3926315789467,0.1052631578947368,119170.0457142857,129491.48033333334,1,0
2026-07-27,32,32,173493.15,60,5,5421.6609375,0.15625,126109.05857142857,131322.118,1,0
2026-07-28,25,25,108001.49,37,2,4320.0596000000005,0.08,125174.83571428571,131567.44833333333,1,0
2026-07-29,26,25,159852.81,40,5,6148.1849999999995,0.1923076923076923,133490.5614285714,132535.796,1,0
2026-07-30,28,28,97740.27,36,2,3490.7239285714286,0.0714285714285714,132166.44714285713,133411.06166666665,1,0
2026-07-31,24,24,84727.77,33,2,3530.32375,0.0833333333333333,126051.53142857143,131904.58166666667,1,0
2026-08-01,20,20,154319.51,32,3,7715.9755,0.15,120608.92285714285,132908.48366666667,1,0
2026-08-02,32,32,108121.97,43,4,3378.8115625,0.125,126608.13857142857,132679.29566666667,1,0
2026-08-03,27,27,100009.97,36,2,3704.072962962963,0.074074074074074,116110.54142857144,127579.398,1,0
2026-08-04,33,32,150431.34,42,2,4558.5254545454545,0.0606060606060606,122171.94857142857,129480.564,1,0
2026-08-05,26,26,143646.05,37,1,5524.848076923076,0.0384615384615384,119856.69714285716,130909.37033333333,1,0
2026-08-06,32,32,144016.08000000002,46,1,4500.5025000000005,0.03125,126467.52714285716,131114.759,1,0
2026-08-07,26,26,124552.12,34,4,4790.466153846153,0.1538461538461538,132156.72,131171.0213333333,1,0
2026-08-08,30,30,159057.47999999998,48,3,5301.915999999999,0.1,132833.57285714286,132495.004,1,0
2026-08-09,19,18,80885.53,22,1,4257.1331578947365,0.0526315789473684,128942.65285714286,131295.76133333333,1,0
2026-08-10,21,21,84076.65,32,3,4003.65,0.1428571428571428,126666.46428571429,129693.227,1,0
2026-08-11,21,21,82974.16,28,1,3951.150476190476,0.0476190476190476,117029.72428571428,128019.94833333333,1,0
2026-08-12,29,29,130561.83,41,3,4502.132068965518,0.1034482758620689,115160.55000000002,129343.82833333334,1,0
2026-08-13,33,33,99361.67,50,6,3010.959696969697,0.1818181818181818,108781.34857142856,125962.37166666666,1,0
2026-08-14,21,21,171078.65,29,2,8146.60238095238,0.0952380952380952,115427.99571428572,126748.354,1,0
2026-08-15,30,30,159318.87,43,4,5310.629,0.1333333333333333,115465.33714285714,122425.842,1,0
2026-08-16,26,26,113045.18,41,1,4347.891538461538,0.0384615384615384,120059.57285714286,121808.148,1,0
2026-08-17,18,18,79064.07,29,5,4392.448333333334,0.2777777777777778,119343.49,121802.97633333334,1,0
2026-08-18,24,24,116237.64,38,2,4843.235,0.0833333333333333,124095.41571428571,121958.81933333332,1,0
2026-08-19,28,28,147033.34,39,2,5251.190714285714,0.0714285714285714,126448.48857142856,122695.92866666666,1,0
2026-08-20,25,25,123621.97,37,2,4944.8788,0.08,129914.24571428572,122998.62599999999,1,0
2026-08-21,28,28,141271.5,43,1,5045.410714285715,0.0357142857142857,125656.08142857142,124319.58499999999,1,0
2026-08-22,33,33,124423.69,48,2,3770.414848484848,0.0606060606060606,120671.05571428571,124900.07233333333,1,0
2026-08-23,30,30,193563.09,43,3,6452.103,0.1,132173.61428571428,127101.10266666667,1,0
2026-08-24,25,25,130882.07,42,2,5235.2828,0.08,139576.18571428573,125049.91266666666,1,0
2026-08-25,22,22,92627.03,26,1,4210.319545454546,0.0454545454545454,136203.24142857143,125933.23166666666,1,0
2026-08-26,23,23,89053.02,27,1,3871.8704347826088,0.0434782608695652,127920.33857142857,123118.56066666666,1,0
2026-08-27,25,25,116574.14,33,2,4662.9655999999995,0.08,126913.50571428573,123404.31566666666,1,0
2026-08-28,23,23,76889.67,29,3,3343.0291304347825,0.1304347826086956,117716.10142857143,120638.87766666667,1,0
2026-08-29,32,32,232141.18,54,3,7254.411875,0.09375,133104.31428571427,125118.90800000001,1,0
2026-08-30,24,24,101142.87,31,2,4214.28625,0.0833333333333333,119901.42571428571,125666.07800000001,1,0
2026-08-31,25,25,138599.29,34,4,5543.971600000001,0.16,121003.8857142857,125142.07066666667,1,0
2026-09-01,21,21,94222.23,33,1,4486.772857142857,0.0476190476190476,121231.77142857143,124678.74600000001,1,0
2026-09-02,25,25,137194.58,37,1,5487.7832,0.04,128109.13714285714,125918.233,1,0
