session_id,session_date,channel,device,product_view,add_to_cart,checkout,purchase
S0023338,2026-03-09,Direct,Desktop,1,0,0,0
S0023339,2026-04-12,Paid Search,Desktop,1,1,1,0
S0023340,2025-03-19,Social,Desktop,1,1,0,0
S0023341,2026-04-18,Paid Search,Mobile,1,0,0,0
S0023342,2026-02-13,Organic,Desktop,1,0,0,0
S0023343,2025-02-12,Organic,Desktop,1,1,1,1
S0023344,2025-12-15,Social,Mobile,0,0,0,0
S0023345,2025-04-27,Email,Mobile,0,0,0,0
S0023346,2025-09-07,Email,Mobile,1,0,0,0
S0023347,2025-12-25,Direct,Mobile,1,0,0,0
S0023348,2025-01-02,Organic,Mobile,0,0,0,0
S0023349,2026-08-13,Social,Mobile,0,0,0,0
S0023350,2026-02-04,Organic,Mobile,1,0,0,0
S0023351,2026-05-01,Organic,Mobile,0,0,0,0
S0023352,2026-06-03,Paid Search,Mobile,1,0,0,0
S0023353,2026-05-11,Organic,Mobile,1,1,1,1
S0023354,2026-07-26,Email,Mobile,1,0,0,0
S0023355,2025-10-08,Organic,Desktop,1,1,0,0
S0023356,2025-05-30,Email,Mobile,1,0,0,0
S0023357,2026-01-31,Email,Tablet,0,0,0,0
S0023358,2026-03-31,Organic,Mobile,0,0,0,0
S0023359,2025-01-25,Organic,Tablet,1,0,0,0
S0023360,2025-06-21,Paid Search,Desktop,1,0,0,0
S0023361,2025-12-04,Organic,Mobile,1,0,0,0
S0023362,2026-05-09,Social,Desktop,1,0,0,0
S0023363,2026-01-08,Direct,Desktop,0,0,0,0
S0023364,2025-03-24,Paid Search,Mobile,0,0,0,0
S0023365,2025-12-18,Email,Mobile,1,0,0,0
S0023366,2025-12-22,Paid Search,Mobile,0,0,0,0
S0023367,2025-11-29,Social,Mobile,1,0,0,0
S0023368,2025-11-14,Organic,Desktop,0,0,0,0
S0023369,2026-01-25,Social,Mobile,1,1,1,0
S0023370,2026-03-10,Paid Search,Mobile,0,0,0,0
S0023371,2026-03-30,Paid Search,Mobile,0,0,0,0
S0023372,2025-01-08,Organic,Mobile,0,0,0,0
S0023373,2026-01-04,Social,Mobile,1,0,0,0
S0023374,2025-04-05,Direct,Mobile,1,0,0,0
S0023375,2025-11-25,Organic,Mobile,1,1,0,0
S0023376,2026-05-13,Paid Search,Mobile,1,0,0,0
S0023377,2025-01-12,Organic,Mobile,1,0,0,0
S0023378,2025-02-04,Organic,Mobile,1,0,0,0
S0023379,2026-05-16,Direct,Mobile,1,1,0,0
S0023380,2025-11-07,Email,Desktop,1,1,1,1
S0023381,2025-02-08,Organic,Mobile,1,0,0,0
S0023382,2026-07-11,Organic,Mobile,0,0,0,0
S0023383,2026-04-23,Email,Mobile,1,1,1,0
S0023384,2025-01-27,Paid Search,Desktop,1,0,0,0
S0023385,2026-04-16,Direct,Desktop,1,0,0,0
S0023386,2025-08-21,Social,Desktop,0,0,0,0
S0023387,2026-08-11,Organic,Mobile,1,1,0,0
S0023388,2026-01-06,Organic,Mobile,1,0,0,0
S0023389,2026-07-28,Social,Mobile,0,0,0,0
S0023390,2025-01-24,Organic,Mobile,1,0,0,0
S0023391,2025-06-20,Email,Mobile,1,1,1,1
S0023392,2025-03-26,Email,Mobile,0,0,0,0
S0023393,2025-03-28,Organic,Mobile,0,0,0,0
S0023394,2026-07-31,Organic,Mobile,1,0,0,0
S0023395,2026-04-20,Paid Search,Desktop,1,1,1,0
S0023396,2026-02-04,Social,Mobile,1,1,0,0
S0023397,2026-01-03,Paid Search,Desktop,1,1,1,1
S0023398,2026-04-27,Direct,Mobile,0,0,0,0
S0023399,2026-04-07,Organic,Desktop,0,0,0,0
S0023400,2026-03-28,Email,Desktop,1,1,1,1
S0023401,2025-07-23,Email,Desktop,0,0,0,0
S0023402,2025-08-24,Paid Search,Mobile,1,1,1,1
S0023403,2025-01-27,Paid Search,Mobile,1,1,0,0
S0023404,2026-09-02,Organic,Mobile,1,0,0,0
S0023405,2025-07-08,Social,Mobile,1,0,0,0
S0023406,2026-04-20,Organic,Desktop,1,1,1,1
S0023407,2025-12-22,Direct,Mobile,1,0,0,0
S0023408,2025-01-25,Paid Search,Mobile,1,0,0,0
S0023409,2026-09-02,Organic,Mobile,0,0,0,0
S0023410,2026-01-30,Social,Desktop,1,1,0,0
S0023411,2025-12-28,Paid Search,Desktop,1,0,0,0
S0023412,2026-02-02,Paid Search,Mobile,0,0,0,0
S0023413,2025-10-09,Paid Search,Mobile,0,0,0,0
S0023414,2025-05-27,Organic,Mobile,1,0,0,0
S0023415,2025-03-27,Social,Desktop,0,0,0,0
S0023416,2025-04-27,Social,Mobile,1,0,0,0
S0023417,2025-07-12,Organic,Mobile,1,0,0,0
S0023418,2026-05-22,Organic,Mobile,1,1,0,0
S0023419,2026-02-15,Paid Search,Tablet,0,0,0,0
S0023420,2025-11-18,Organic,Mobile,0,0,0,0
S0023421,2026-03-16,Social,Mobile,0,0,0,0
S0023422,2025-02-09,Organic,Mobile,1,1,0,0
S0023423,2025-09-22,Organic,Mobile,0,0,0,0
S0023424,2025-11-23,Email,Mobile,1,1,0,0
S0023425,2026-08-27,Paid Search,Mobile,0,0,0,0
S0023426,2025-07-14,Paid Search,Mobile,1,0,0,0
S0023427,2026-03-21,Social,Mobile,1,1,0,0
S0023428,2025-03-21,Organic,Desktop,1,0,0,0
S0023429,2026-03-14,Organic,Desktop,1,0,0,0
S0023430,2025-08-13,Social,Mobile,1,1,1,1
S0023431,2025-06-24,Social,Mobile,0,0,0,0
S0023432,2026-05-06,Social,Mobile,1,0,0,0
S0023433,2025-03-16,Organic,Mobile,1,0,0,0
S0023434,2025-04-18,Organic,Desktop,0,0,0,0
S0023435,2025-09-25,Paid Search,Mobile,1,0,0,0
S0023436,2025-10-29,Paid Search,Mobile,0,0,0,0
S0023437,2025-09-11,Direct,Mobile,1,1,0,0
S0023438,2025-01-10,Organic,Mobile,1,0,0,0
S0023439,2025-11-30,Organic,Desktop,1,0,0,0
S0023440,2025-08-13,Email,Mobile,1,1,1,1
S0023441,2025-12-28,Email,Mobile,0,0,0,0
S0023442,2025-05-21,Social,Mobile,1,0,0,0
S0023443,2025-06-02,Organic,Mobile,1,0,0,0
S0023444,2025-04-07,Social,Mobile,0,0,0,0
S0023445,2026-08-28,Social,Mobile,1,0,0,0
S0023446,2025-05-18,Social,Mobile,0,0,0,0
S0023447,2026-04-07,Social,Mobile,0,0,0,0
S0023448,2026-06-05,Email,Mobile,0,0,0,0
S0023449,2025-10-17,Direct,Mobile,1,0,0,0
S0023450,2025-09-15,Paid Search,Desktop,1,0,0,0
S0023451,2026-04-30,Direct,Mobile,1,0,0,0
S0023452,2026-01-01,Paid Search,Tablet,1,0,0,0
S0023453,2026-06-06,Paid Search,Desktop,1,0,0,0
S0023454,2025-05-24,Organic,Mobile,1,0,0,0
S0023455,2026-05-30,Organic,Mobile,0,0,0,0
S0023456,2026-03-23,Social,Desktop,0,0,0,0
S0023457,2026-01-06,Organic,Mobile,1,0,0,0
S0023458,2025-10-31,Email,Mobile,1,1,0,0
S0023459,2026-02-21,Social,Mobile,1,0,0,0
S0023460,2025-02-13,Direct,Desktop,0,0,0,0
S0023461,2026-04-08,Email,Mobile,1,0,0,0
S0023462,2025-08-17,Organic,Mobile,1,0,0,0
S0023463,2025-12-16,Organic,Tablet,1,1,1,1
S0023464,2025-11-08,Organic,Mobile,1,0,0,0
S0023465,2025-02-23,Organic,Mobile,0,0,0,0
S0023466,2025-08-21,Direct,Desktop,0,0,0,0
S0023467,2026-08-05,Social,Desktop,0,0,0,0
S0023468,2025-05-10,Organic,Tablet,1,1,0,0
S0023469,2026-06-19,Paid Search,Mobile,1,0,0,0
S0023470,2025-04-09,Organic,Desktop,0,0,0,0
S0023471,2025-07-13,Paid Search,Mobile,1,0,0,0
S0023472,2026-01-08,Organic,Mobile,1,0,0,0
S0023473,2025-07-08,Paid Search,Mobile,0,0,0,0
S0023474,2026-07-31,Paid Search,Desktop,1,1,1,1
S0023475,2025-02-04,Social,Mobile,0,0,0,0
S0023476,2025-08-02,Organic,Mobile,0,0,0,0
S0023477,2026-01-06,Social,Mobile,1,0,0,0
S0023478,2025-05-14,Paid Search,Mobile,1,1,1,1
S0023479,2026-07-07,Organic,Mobile,1,0,0,0
S0023480,2025-06-19,Organic,Mobile,0,0,0,0
S0023481,2025-01-15,Paid Search,Mobile,1,1,1,1
S0023482,2026-02-25,Email,Desktop,1,0,0,0
S0023483,2025-03-16,Direct,Mobile,1,0,0,0
S0023484,2025-11-12,Organic,Mobile,1,1,1,1
S0023485,2025-10-21,Direct,Mobile,1,0,0,0
S0023486,2025-12-18,Direct,Mobile,1,0,0,0
S0023487,2026-01-19,Email,Mobile,1,0,0,0
S0023488,2026-01-02,Direct,Mobile,1,1,0,0
S0023489,2026-08-31,Organic,Mobile,1,1,1,1
S0023490,2026-07-14,Direct,Mobile,1,0,0,0
S0023491,2026-03-15,Paid Search,Mobile,1,1,1,1
S0023492,2026-07-01,Email,Tablet,1,1,0,0
S0023493,2025-04-15,Organic,Mobile,1,1,1,1
S0023494,2025-05-25,Organic,Mobile,1,0,0,0
S0023495,2026-04-15,Email,Tablet,1,1,0,0
S0023496,2025-09-02,Organic,Mobile,1,0,0,0
S0023497,2026-08-09,Paid Search,Mobile,1,1,1,1
S0023498,2026-01-17,Direct,Mobile,0,0,0,0
S0023499,2025-09-06,Direct,Mobile,1,1,1,1
S0023500,2025-09-22,Paid Search,Mobile,0,0,0,0
S0023501,2026-08-10,Paid Search,Mobile,1,0,0,0
S0023502,2026-04-06,Direct,Mobile,1,0,0,0
S0023503,2025-06-29,Direct,Tablet,1,1,0,0
S0023504,2025-01-06,Organic,Mobile,1,1,1,1
S0023505,2025-12-19,Email,Mobile,0,0,0,0
S0023506,2025-09-17,Direct,Mobile,1,1,0,0
S0023507,2025-03-12,Organic,Mobile,1,0,0,0
S0023508,2025-05-29,Paid Search,Desktop,1,0,0,0
S0023509,2025-11-14,Social,Mobile,0,0,0,0
S0023510,2025-02-28,Organic,Desktop,0,0,0,0
S0023511,2025-01-29,Social,Mobile,1,0,0,0
S0023512,2026-05-26,Direct,Mobile,0,0,0,0
S0023513,2026-04-25,Organic,Desktop,1,1,1,1
S0023514,2025-02-04,Social,Desktop,0,0,0,0
S0023515,2026-03-27,Social,Mobile,1,0,0,0
S0023516,2025-01-22,Organic,Tablet,1,1,0,0
S0023517,2025-03-21,Direct,Mobile,0,0,0,0
S0023518,2025-09-17,Organic,Mobile,0,0,0,0
S0023519,2025-11-20,Paid Search,Mobile,1,0,0,0
S0023520,2026-02-13,Direct,Mobile,1,1,0,0
S0023521,2026-04-08,Organic,Mobile,1,1,1,0
S0023522,2025-06-12,Social,Mobile,1,0,0,0
S0023523,2026-07-12,Social,Desktop,1,0,0,0
S0023524,2026-02-14,Email,Mobile,1,0,0,0
S0023525,2025-10-03,Social,Mobile,1,1,0,0
S0023526,2026-08-20,Social,Mobile,1,0,0,0
S0023527,2025-03-19,Direct,Desktop,1,0,0,0
S0023528,2025-09-15,Direct,Desktop,1,0,0,0
S0023529,2026-05-17,Email,Mobile,1,0,0,0
S0023530,2025-09-06,Social,Mobile,1,0,0,0
S0023531,2026-08-28,Organic,Mobile,1,0,0,0
S0023532,2025-07-20,Paid Search,Mobile,1,0,0,0
S0023533,2025-12-27,Paid Search,Mobile,0,0,0,0
S0023534,2025-01-27,Direct,Mobile,1,0,0,0
S0023535,2025-08-28,Organic,Mobile,0,0,0,0
S0023536,2025-09-03,Direct,Mobile,1,1,1,1
S0023537,2025-05-09,Paid Search,Desktop,1,0,0,0
S0023538,2026-05-02,Social,Desktop,1,1,1,1
S0023539,2025-04-13,Organic,Desktop,0,0,0,0
S0023540,2025-11-07,Organic,Desktop,1,1,1,1
S0023541,2025-07-10,Paid Search,Mobile,0,0,0,0
S0023542,2025-08-07,Organic,Desktop,1,0,0,0
S0023543,2026-04-28,Direct,Desktop,1,1,1,1
S0023544,2025-07-21,Organic,Desktop,0,0,0,0
S0023545,2025-01-03,Organic,Mobile,1,0,0,0
S0023546,2025-12-28,Paid Search,Mobile,0,0,0,0
S0023547,2025-10-14,Social,Mobile,1,0,0,0
S0023548,2025-12-16,Social,Desktop,1,0,0,0
S0023549,2025-05-25,Paid Search,Desktop,1,0,0,0
S0023550,2025-04-17,Paid Search,Desktop,0,0,0,0
S0023551,2026-03-23,Email,Mobile,1,1,1,1
S0023552,2025-01-23,Organic,Desktop,0,0,0,0
S0023553,2025-04-29,Email,Desktop,0,0,0,0
S0023554,2025-03-09,Organic,Mobile,0,0,0,0
S0023555,2025-01-22,Paid Search,Desktop,1,1,0,0
S0023556,2026-07-22,Paid Search,Mobile,1,1,0,0
S0023557,2026-06-07,Social,Mobile,0,0,0,0
S0023558,2025-06-03,Email,Mobile,1,1,1,1
S0023559,2025-10-18,Direct,Mobile,0,0,0,0
S0023560,2025-11-11,Email,Mobile,1,0,0,0
S0023561,2025-09-04,Organic,Mobile,0,0,0,0
S0023562,2026-02-12,Social,Mobile,1,0,0,0
S0023563,2025-10-16,Paid Search,Tablet,1,0,0,0
S0023564,2025-08-12,Organic,Tablet,1,0,0,0
S0023565,2025-02-24,Organic,Mobile,1,0,0,0
S0023566,2026-06-03,Organic,Mobile,1,0,0,0
S0023567,2026-03-07,Direct,Mobile,1,0,0,0
S0023568,2026-02-22,Email,Desktop,1,1,1,1
S0023569,2026-05-29,Social,Mobile,1,0,0,0
S0023570,2025-05-14,Organic,Mobile,1,0,0,0
S0023571,2025-01-17,Organic,Mobile,1,1,1,1
S0023572,2025-11-19,Direct,Mobile,0,0,0,0
S0023573,2026-07-26,Direct,Mobile,1,0,0,0
S0023574,2026-03-26,Social,Mobile,1,0,0,0
S0023575,2025-05-21,Direct,Mobile,1,0,0,0
S0023576,2025-03-08,Direct,Mobile,1,0,0,0
S0023577,2025-05-01,Organic,Desktop,1,0,0,0
S0023578,2026-07-26,Organic,Mobile,1,1,1,1
S0023579,2026-07-03,Paid Search,Desktop,1,0,0,0
S0023580,2025-10-11,Direct,Desktop,1,1,0,0
S0023581,2025-10-14,Direct,Desktop,1,0,0,0
S0023582,2025-08-20,Organic,Desktop,1,0,0,0
S0023583,2025-07-10,Social,Desktop,0,0,0,0
S0023584,2025-09-27,Email,Mobile,1,1,1,0
S0023585,2025-11-22,Organic,Mobile,0,0,0,0
S0023586,2025-11-03,Organic,Desktop,1,0,0,0
S0023587,2026-03-25,Paid Search,Mobile,0,0,0,0
S0023588,2026-04-02,Email,Desktop,0,0,0,0
S0023589,2025-03-29,Organic,Desktop,0,0,0,0
S0023590,2025-10-07,Direct,Mobile,1,0,0,0
S0023591,2026-03-07,Direct,Mobile,1,0,0,0
S0023592,2025-07-23,Paid Search,Mobile,1,1,1,1
S0023593,2026-07-14,Social,Mobile,0,0,0,0
S0023594,2026-03-14,Direct,Mobile,1,1,1,0
S0023595,2025-12-31,Email,Mobile,1,1,0,0
S0023596,2025-12-28,Email,Mobile,0,0,0,0
S0023597,2025-10-19,Paid Search,Tablet,0,0,0,0
S0023598,2026-02-14,Direct,Desktop,0,0,0,0
S0023599,2025-12-09,Direct,Desktop,1,0,0,0
S0023600,2025-12-19,Paid Search,Desktop,1,0,0,0
S0023601,2025-11-10,Organic,Mobile,1,0,0,0
S0023602,2026-08-31,Social,Tablet,1,1,1,0
S0023603,2026-02-14,Direct,Mobile,1,0,0,0
S0023604,2026-01-01,Email,Mobile,0,0,0,0
S0023605,2025-02-21,Social,Mobile,0,0,0,0
S0023606,2025-08-17,Organic,Mobile,0,0,0,0
S0023607,2025-11-13,Direct,Mobile,1,0,0,0
S0023608,2026-03-20,Organic,Desktop,0,0,0,0
S0023609,2026-07-22,Social,Mobile,1,1,1,0
S0023610,2026-02-16,Organic,Tablet,1,1,1,1
S0023611,2025-12-12,Social,Desktop,1,0,0,0
S0023612,2025-02-24,Social,Mobile,1,0,0,0
S0023613,2026-08-21,Organic,Mobile,1,1,1,0
S0023614,2026-06-23,Paid Search,Desktop,1,0,0,0
S0023615,2025-07-13,Direct,Mobile,1,0,0,0
S0023616,2026-09-02,Organic,Mobile,1,1,1,1
S0023617,2025-11-27,Organic,Mobile,1,0,0,0
S0023618,2025-01-23,Organic,Mobile,1,0,0,0
S0023619,2025-03-31,Direct,Desktop,1,0,0,0
S0023620,2025-02-19,Social,Mobile,1,0,0,0
S0023621,2025-08-07,Organic,Mobile,1,0,0,0
S0023622,2026-06-26,Organic,Mobile,1,0,0,0
S0023623,2026-08-06,Social,Mobile,1,1,0,0
S0023624,2025-07-29,Social,Mobile,0,0,0,0
S0023625,2025-09-06,Email,Mobile,1,0,0,0
S0023626,2025-11-18,Paid Search,Tablet,0,0,0,0
S0023627,2026-04-22,Organic,Tablet,1,0,0,0
S0023628,2025-03-29,Organic,Mobile,1,0,0,0
S0023629,2026-02-06,Social,Desktop,0,0,0,0
S0023630,2026-05-27,Organic,Desktop,1,1,0,0
S0023631,2026-03-09,Organic,Mobile,0,0,0,0
S0023632,2025-03-22,Paid Search,Mobile,1,0,0,0
S0023633,2025-02-06,Paid Search,Mobile,1,1,1,1
S0023634,2025-12-27,Social,Mobile,1,0,0,0
S0023635,2026-02-06,Social,Mobile,1,0,0,0
S0023636,2025-12-26,Direct,Mobile,1,0,0,0
S0023637,2026-06-23,Paid Search,Mobile,1,0,0,0
S0023638,2026-05-25,Social,Desktop,1,1,1,1
S0023639,2026-03-01,Email,Mobile,0,0,0,0
S0023640,2026-02-28,Organic,Mobile,1,0,0,0
S0023641,2025-05-07,Direct,Mobile,0,0,0,0
S0023642,2026-03-26,Direct,Mobile,0,0,0,0
S0023643,2025-05-12,Organic,Mobile,0,0,0,0
S0023644,2025-05-13,Email,Mobile,0,0,0,0
S0023645,2025-03-17,Direct,Mobile,1,0,0,0
S0023646,2025-10-28,Organic,Mobile,1,0,0,0
S0023647,2025-12-04,Organic,Desktop,1,0,0,0
S0023648,2025-10-20,Organic,Mobile,1,0,0,0
S0023649,2025-02-21,Email,Desktop,1,1,1,1
S0023650,2025-02-06,Social,Mobile,0,0,0,0
S0023651,2025-01-21,Organic,Mobile,0,0,0,0
S0023652,2025-08-31,Social,Mobile,1,0,0,0
S0023653,2026-04-19,Organic,Desktop,1,0,0,0
S0023654,2026-09-02,Organic,Mobile,0,0,0,0
S0023655,2026-07-22,Email,Mobile,1,1,0,0
S0023656,2025-10-21,Social,Mobile,0,0,0,0
S0023657,2026-01-06,Paid Search,Mobile,0,0,0,0
S0023658,2025-03-28,Direct,Mobile,1,0,0,0
S0023659,2025-06-27,Organic,Mobile,1,0,0,0
S0023660,2025-08-21,Paid Search,Mobile,0,0,0,0
S0023661,2025-02-08,Paid Search,Desktop,0,0,0,0
S0023662,2026-04-06,Social,Mobile,1,0,0,0
S0023663,2026-01-15,Paid Search,Mobile,1,1,1,1
S0023664,2026-05-15,Organic,Mobile,1,1,0,0
S0023665,2026-07-15,Organic,Mobile,1,0,0,0
S0023666,2025-04-27,Paid Search,Mobile,0,0,0,0
S0023667,2025-11-12,Organic,Mobile,1,1,1,1
S0023668,2025-02-09,Email,Desktop,0,0,0,0
S0023669,2025-10-18,Email,Mobile,1,0,0,0
S0023670,2025-11-10,Email,Mobile,1,0,0,0
S0023671,2026-04-28,Direct,Tablet,0,0,0,0
S0023672,2025-05-13,Email,Mobile,1,1,1,1
S0023673,2025-07-30,Paid Search,Mobile,0,0,0,0
S0023674,2025-12-19,Direct,Mobile,0,0,0,0
S0023675,2025-11-22,Organic,Tablet,1,0,0,0
S0023676,2025-10-30,Organic,Mobile,0,0,0,0
S0023677,2025-10-25,Organic,Mobile,1,0,0,0
S0023678,2025-10-14,Email,Desktop,0,0,0,0
S0023679,2025-10-27,Paid Search,Desktop,1,0,0,0
S0023680,2025-11-02,Direct,Mobile,1,0,0,0
S0023681,2026-08-25,Email,Desktop,1,1,0,0
S0023682,2026-03-12,Email,Desktop,1,1,1,0
S0023683,2025-02-20,Direct,Mobile,0,0,0,0
S0023684,2025-06-17,Organic,Desktop,1,0,0,0
S0023685,2025-08-21,Social,Mobile,1,0,0,0
S0023686,2025-11-01,Organic,Mobile,1,0,0,0
S0023687,2026-08-23,Direct,Mobile,1,0,0,0
S0023688,2025-04-17,Paid Search,Mobile,1,1,1,1
S0023689,2026-03-10,Organic,Mobile,1,1,1,1
S0023690,2025-12-02,Paid Search,Desktop,1,0,0,0
S0023691,2025-06-09,Paid Search,Desktop,0,0,0,0
S0023692,2025-07-02,Organic,Desktop,0,0,0,0
S0023693,2026-06-03,Organic,Mobile,0,0,0,0
S0023694,2025-06-28,Organic,Desktop,1,0,0,0
S0023695,2026-05-25,Social,Desktop,1,1,0,0
S0023696,2026-03-25,Paid Search,Desktop,1,0,0,0
S0023697,2025-07-25,Direct,Mobile,1,0,0,0
S0023698,2025-01-03,Email,Mobile,1,0,0,0
S0023699,2025-11-24,Social,Mobile,0,0,0,0
S0023700,2026-01-01,Email,Mobile,0,0,0,0
S0023701,2026-04-01,Direct,Desktop,1,1,1,1
S0023702,2026-01-11,Social,Mobile,1,0,0,0
S0023703,2025-10-23,Social,Mobile,0,0,0,0
S0023704,2025-03-24,Organic,Desktop,1,0,0,0
S0023705,2026-05-05,Direct,Mobile,1,0,0,0
S0023706,2025-04-20,Organic,Mobile,0,0,0,0
S0023707,2025-08-25,Social,Mobile,1,0,0,0
S0023708,2026-07-06,Direct,Desktop,1,1,1,1
S0023709,2026-06-28,Paid Search,Mobile,0,0,0,0
S0023710,2026-04-04,Organic,Mobile,1,1,0,0
S0023711,2026-05-15,Direct,Mobile,1,1,0,0
S0023712,2025-04-27,Organic,Tablet,1,1,1,1
S0023713,2025-04-16,Organic,Mobile,0,0,0,0
S0023714,2025-01-27,Organic,Mobile,1,0,0,0
S0023715,2025-11-12,Social,Desktop,1,1,1,1
S0023716,2025-05-13,Organic,Mobile,1,1,0,0
S0023717,2025-09-12,Social,Mobile,1,0,0,0
S0023718,2025-03-17,Paid Search,Desktop,1,0,0,0
S0023719,2025-12-03,Organic,Mobile,1,1,1,1
S0023720,2025-01-17,Paid Search,Mobile,1,0,0,0
S0023721,2025-07-17,Organic,Mobile,1,0,0,0
S0023722,2025-07-27,Paid Search,Mobile,1,0,0,0
S0023723,2025-01-26,Organic,Tablet,0,0,0,0
S0023724,2025-04-12,Direct,Mobile,1,0,0,0
S0023725,2025-02-07,Email,Mobile,1,0,0,0
S0023726,2026-09-01,Email,Desktop,1,0,0,0
S0023727,2026-05-26,Direct,Desktop,1,1,1,1
S0023728,2025-01-30,Email,Desktop,1,0,0,0
S0023729,2026-03-19,Organic,Mobile,1,0,0,0
S0023730,2025-08-01,Organic,Mobile,1,1,1,1
S0023731,2025-07-31,Organic,Desktop,1,1,1,1
S0023732,2026-05-28,Email,Mobile,1,1,1,0
S0023733,2025-04-10,Direct,Mobile,1,0,0,0
S0023734,2026-04-17,Email,Tablet,1,0,0,0
S0023735,2026-01-13,Email,Mobile,0,0,0,0
S0023736,2025-01-27,Paid Search,Desktop,1,0,0,0
S0023737,2025-10-22,Organic,Mobile,1,1,0,0
S0023738,2026-02-15,Paid Search,Mobile,0,0,0,0
S0023739,2026-03-18,Email,Mobile,1,0,0,0
S0023740,2026-08-16,Social,Mobile,1,1,1,1
S0023741,2025-04-14,Social,Mobile,1,0,0,0
S0023742,2026-08-02,Social,Mobile,1,0,0,0
S0023743,2025-02-28,Organic,Mobile,1,0,0,0
S0023744,2025-01-04,Email,Mobile,1,0,0,0
S0023745,2025-05-22,Social,Desktop,1,1,0,0
S0023746,2026-06-12,Paid Search,Desktop,1,0,0,0
S0023747,2025-04-27,Direct,Desktop,1,1,1,0
S0023748,2025-07-07,Paid Search,Mobile,1,0,0,0
S0023749,2026-07-11,Organic,Mobile,1,1,1,1
S0023750,2025-08-08,Organic,Mobile,0,0,0,0
S0023751,2025-10-02,Organic,Mobile,1,0,0,0
S0023752,2026-01-12,Organic,Mobile,0,0,0,0
S0023753,2026-05-20,Direct,Mobile,1,0,0,0
S0023754,2025-10-21,Organic,Mobile,1,0,0,0
S0023755,2025-05-31,Email,Mobile,0,0,0,0
S0023756,2025-12-19,Paid Search,Mobile,1,1,1,1
S0023757,2025-02-20,Email,Mobile,1,1,0,0
S0023758,2025-09-25,Paid Search,Mobile,1,0,0,0
S0023759,2026-06-04,Direct,Tablet,1,1,0,0
S0023760,2025-05-17,Organic,Mobile,1,0,0,0
S0023761,2025-08-21,Email,Desktop,1,0,0,0
S0023762,2026-02-28,Organic,Tablet,0,0,0,0
S0023763,2026-02-23,Email,Mobile,0,0,0,0
S0023764,2025-08-31,Paid Search,Mobile,1,0,0,0
S0023765,2026-04-22,Direct,Mobile,1,0,0,0
S0023766,2025-08-13,Email,Mobile,0,0,0,0
S0023767,2025-09-27,Paid Search,Mobile,0,0,0,0
S0023768,2026-01-11,Social,Mobile,1,0,0,0
S0023769,2025-09-28,Organic,Mobile,0,0,0,0
S0023770,2026-05-21,Organic,Desktop,1,0,0,0
S0023771,2025-10-02,Email,Mobile,1,0,0,0
S0023772,2025-06-04,Paid Search,Mobile,1,1,0,0
S0023773,2025-08-26,Social,Desktop,0,0,0,0
S0023774,2026-06-26,Paid Search,Mobile,1,0,0,0
S0023775,2025-06-23,Email,Mobile,1,0,0,0
S0023776,2025-08-12,Direct,Mobile,1,1,1,0
S0023777,2025-08-29,Paid Search,Mobile,1,0,0,0
S0023778,2026-02-24,Organic,Tablet,1,0,0,0
S0023779,2025-04-11,Organic,Mobile,1,0,0,0
S0023780,2026-07-12,Organic,Mobile,1,0,0,0
S0023781,2025-10-23,Organic,Mobile,0,0,0,0
S0023782,2025-04-01,Paid Search,Mobile,1,1,1,0
S0023783,2025-12-18,Email,Desktop,1,0,0,0
S0023784,2026-07-18,Organic,Desktop,1,0,0,0
S0023785,2025-09-05,Social,Mobile,1,0,0,0
S0023786,2026-04-25,Direct,Mobile,1,0,0,0
S0023787,2025-06-20,Social,Mobile,0,0,0,0
S0023788,2025-04-09,Paid Search,Desktop,1,1,0,0
S0023789,2025-08-12,Organic,Mobile,1,0,0,0
S0023790,2025-05-08,Email,Desktop,1,1,1,1
S0023791,2026-07-02,Paid Search,Mobile,1,0,0,0
S0023792,2025-08-08,Paid Search,Mobile,0,0,0,0
S0023793,2025-02-09,Paid Search,Desktop,1,0,0,0
S0023794,2025-09-09,Organic,Mobile,1,1,0,0
S0023795,2025-11-12,Paid Search,Desktop,1,0,0,0
S0023796,2025-03-02,Paid Search,Mobile,1,0,0,0
S0023797,2025-07-05,Organic,Desktop,1,1,1,1
S0023798,2026-08-10,Social,Mobile,1,0,0,0
S0023799,2025-04-29,Email,Mobile,0,0,0,0
S0023800,2025-11-30,Organic,Mobile,1,0,0,0
S0023801,2025-01-25,Email,Tablet,1,0,0,0
S0023802,2025-08-31,Organic,Mobile,1,0,0,0
S0023803,2026-01-17,Social,Mobile,1,0,0,0
S0023804,2025-08-03,Email,Desktop,0,0,0,0
S0023805,2025-03-20,Social,Desktop,1,1,1,1
S0023806,2025-12-17,Organic,Mobile,0,0,0,0
S0023807,2025-12-15,Direct,Desktop,1,1,1,1
S0023808,2025-11-13,Direct,Mobile,1,1,1,1
S0023809,2025-04-26,Social,Mobile,1,0,0,0
S0023810,2025-12-05,Paid Search,Mobile,1,0,0,0
S0023811,2026-02-23,Organic,Desktop,0,0,0,0
S0023812,2025-04-23,Organic,Desktop,1,0,0,0
S0023813,2026-08-24,Organic,Mobile,0,0,0,0
S0023814,2026-07-05,Direct,Mobile,1,1,1,0
S0023815,2026-04-03,Paid Search,Mobile,1,0,0,0
S0023816,2026-06-04,Social,Desktop,1,0,0,0
S0023817,2025-03-12,Paid Search,Mobile,1,0,0,0
